UniversalMessageId,Message,Year,Month,Day,Editoria,Categoria,Produto,SocialNetwork,Sentimento,shares,comments,likes,alcance
FACEBOOK_97_1094160017400709_1097888467027864,"Posso te dar um conselho? Vai pra outra operadora! Na tim, eles reduzem seu plano (dizendo que estão te dando um “desconto especial”), mas cobram o mesmo valor do plano antigo. Não vale  nada a pena essa operadora. Sou cliente há 20 anos e tratam as pessoas assim. Fora que quando vc contesta a atendente que te liga com informações que não foram passadas a vc anteriormente, ela desliga na cara do cliente!!",2018,2018-08-01,2018-08-30,A,Marca,Sinal,Facebook,Negativo,67,253,1603,24981
INSTAGRAM_36_1766759084597205167_5357548287,"Tim Black Empresas 
Minutos ilimitados
800 SMS 
Whatsapp a vontade
Pacote de internet de 6Gb

Apenas R$ 49,90 por mês.
Oferta válida somente até o dia 30/04/2018

Fone e WhatsApp 11 95637-4102

#tim #timblack #timblackempresas #timempresas #topstelecom #telefoniamovelcorporativa #empresariiojoven #empresarios #empresários #empresarias #empresariasdabeleza #empresárias #empresasocial #empresaspolar #empreendedor #empreendedordigital #empreendedorismofeminino #empreendedordesucesso #empreendedorismo #empreendedora #empreendedores",2018,2018-04-01,2018-04-27,A,Redes,TIM Empresarial,Instagram,Positivo,90,188,1801,25832
WEB_115_sg_5E6C66B0B1FE434E2EB77AC409244FA1,"LOADING...
Faça login e 
comente
Registrar e 
publicar
Você está quase pronto! Agora definir o seu nome de usuário e senha.
Resultados de 31 a 41 de 41
Tópico: Melhor plano controle para celular em 2019 | Guia do TudoCelular
No RS não tem nem a metade desses planos aí. Aqui os planos da Vivo são os mais caros e que oferecem menos benefícios. Aqui a Claro oferece planos controle de 4GB por R$ 49,90, com um custo benefício bem fraco em relação ao Flex aí de SP. Não entendi o pq dessa notícia da Oi não ter planos Controle,  já que no RS ela oferece muita coisa, os planos mais baratos, como 12GB por R$ 39,90. Eu tive por 4 meses (cancelei mês passado) o Plano Controle 50GB, mas fui obrigado a cancelar porque aqui no RS a Oi não funciona (vive ""sem linha"", ligação não completa, quase sempre não recebe ligação, ligação sempre cai, internet não funciona em dia de chuva, é uma tristeza...). Portei para a Tim, plano pós Tim Black, com 24,5 GB por R$ 85,00, com todos esses benefícios do plano 6,5GB apresentados aqui, só que bem mais internet, Deezer e bancas. Realmente a Tim esqueceu seus planos Controle, tirando deles a assinatura e zero-rating do Deezer e Tim Bancas. A TIM funciona perfeitamente, só que aqui no RS ela é a que tem menos cobertura, mas na região metropolitana de Porto Alegre isso não atrapalha. 

A Nextel nem se cogita por aqui...
Eu tenho Oi  50gb e moro aqui em Alvorada, o sinal da Oi é muito bom aqui. 

Eu tinha Tim, mas só q estava começando de uns tempos pra cá problemas com sinal, ficava toda hora caindo pro 3g , sendo esse horrível neh, mas em questão de sinal a Tim manda vem aqui pela região metropolitana e tbm litoral até mês na Freeway. O ruim é velocidade , tem 4g, mas e a velocidade? 
     
« Tópico anterior | Próximo tópico »
Todas as horas estão em GMT -3. A hora agora é 04:22 PM .",2019,2019-08-01,2019-08-29,A,Marca,TIM Controle,Web,Negativo,62,138,1472,28891
TWITTER_2_968110908085014528,"Ainda bem que a internet da Tim pega direito aqui, pq a Oi, ngm merece",2018,2018-02-01,2018-02-26,A,Redes,Internet,Twitter,Positivo,67,293,1439,10473
WEB_115_541fe7382c26e1fc65528bd7acfa1d8e,"Sem maratona! Séries do Disney+ serão lançadas apenas com episódios semanais Por Wagner Wakka | 28 de Agosto de 2019 às 10h15
As séries do Disney + não serão lançadas com todos episódios de uma vez, como acontece na Netflix . O anúncio sobre o assunto aconteceu durante um painel sobre a série de High School Musical, no D23, evento especial da empresa, que aconteceu na última semana, na Califórnia.
A informação veio de Tim Federle, em entrevista ao site The Wrap. Ele é produtor de High School Musical: The Series, que qual está sendo produzida exclusivamente para o serviço de streaming da Disney. O executivo informou que a produção terá 10 episódios e que eles seriam lançados semanalmente no catálogo.
Com isso, o veículo foi atrás da assessoria de imprensa e confirmou que essa não será uma exclusividade de High School Musical : todas as séries vão chegar com episódios lançados de forma espaçada, seja semanal ou diário. Outra delas será o live-action de Star Wars , The Mandalorian , que também entra no esquema de exibição semanal.
O Disney+ vai estrear pelos Estados Unidos no 12 de novembro ao preço de US$ 6,99 (R$ 29, aproximadamente). A empresa também vai oferecer um pacote com Hulu e ESPN+ por um total de US$ 12,99, perto de R$ 54.
Aqui no Brasil, a plataforma deve estrear somente em 2020 , mais precisamente no segundo semestre, mas ainda sem data prevista de lançamento.",2019,2019-08-01,2019-08-28,A,Contas e Tarifas,Site,Web,Neutro,75,211,1771,20276
WEB_100_sg_B3D3E4F9D92314BD84C454DC7F4A7722,"Já fazem 10 dias que eu e todos os moradores do prédio que moro estamos sem internet da Tim.Quando eu ou qualquer vizinho entramos em contato eles alegam reparo na rede e que será normalizado em 12, 24, 48hs... Para cada um eles dão uma desculpa.A verdade é que os fios foram  cortados e até agora não apareceu nenhum técnico para regularizar o problema.Nós não temos culpa por isso... Pagamos as nossas faturas e não temos o serviço. O pior de tudo que não temos nem previsão. É  um total descaso com o consumidor.Espero que o valor seja descontado da fatura, já que não recebemos o serviço.",2018,2018-08-01,2018-08-30,A,Atendimento e Relacionamento,Aplicativos Ilimitados,Web,Negativo,79,252,1272,19185
WEB_113_sg_71EBE26D51DE59BAAB4230C4821E2C9A,"Assino o Prime Video/Twitch Prime de 14,90. Mais por causa da Twitch que dá uns games de graça.

Netflix uso uma conta emprestada (mas assisto só acompanhado da dona praticamente).

Tenho um pacote da Tim (não lembro o nome) de R$10,00 por semana podendo acumular até 2GB. Mas não tenho usado muito.

De pirataria tenho baixado alguns filmes e séries por torrent pra guardar.",2019,2019-02-01,2019-02-25,A,Produtos e Serviços,Dados,Web,Negativo,63,144,1043,21108
TWITTER_2_1057703661202219010,Crlh a tim ta me ligando todo dia tmnc,2018,2018-10-01,2018-10-31,A,Atendimento e Relacionamento,TLMKT,Twitter,Neutro,91,201,1378,16071
TWITTER_2_1100804402124861444,Um cara da Tim me ligou pra me oferecer um plano sei lá do que aí eu disse que não tinha interesse e ele: mas a Sra pode me informar pq não tem interesse? Estou observando aqui que a Sra não tem quase mais nada de créditos NA REALIDADE a sra tem apenas 75 centavos........,2019,2019-02-01,2019-02-27,A,Contas e Tarifas,Crédito,Twitter,Positivo,85,286,1980,19993
FACEBOOK_97_2387222761334265_2403272493062625,Bom dia estou com 1260 pontos  e queria um convite só  que quando faço  meu cadastro so dá  email  errado e o meu email é esse so que antes esse chip era  da minha filha estava no email dela mas liguei pra tim e foi passado para o meu a atendente  informou que  depois do dia 20 ja estaria no meu pode me ajudar?,2019,2019-06-01,2019-06-26,A,Atendimento e Relacionamento,Chip,Facebook,Negativo,81,279,1746,20276
WEB_115_mov_27003F58F76653DC390B46190EBA64F2,"A Agência Nacional de Telecomunicações (Anatel) confirmou nesta quarta-feira, 27, ao jornal O Estado de S. Paulo, que pretende realizar até março de 2020 o leilão das frequências para o 5G, tecnologia de conexão móvel de quinta geração. O presidente da agência, ...",2019,2019-02-01,2019-02-28,A,Redes,5G,Web,Negativo,96,162,1009,17118
TWITTER_4_1144473265445806080,"@TIMBrasil Gostaria muito de agradecer a por selecionar bem seus funcionários e induzi-los ao erro de vender planos que não condizem com o que de fato oferecem, mais ainda por alterar a gravação do atendimento solicitado. Vocês  estão de parabéns.",2019,2019-06-01,2019-06-28,A,Marca,RH,Twitter,Negativo,63,251,1596,26655
WEB_100_sg_321B25BDF04F35FA85CA59EF2F6B40ED,"Em 21.03.2018 solicitei o cancelamento do serviço de internet da minha residencia, prevalecendo apenas o serviço de tv por assinatura (protocolo 003183830918174), sendo definido que viriam tirar o aparelho de modem após 3 dias, não comparecendo na data agendada. O cancelamento da internet foi concluida visto a contratação de internet pela operadora Tim, passando desde então a funcionar a internet pela tim. Após varios contatos e pagamentos indevidos, visto que o valor correto a ser cobrado seria de R$ 86,52 prevalecendo apenas a tv por assinatura. Solicitei novamente, o reconhecimento do pedido de cancelamento da internet desde o dia 21.03, reiterando que deveriam retirar o aparelho de modem  (protocolo 003183842048754) e prevalecer na restituiçao do pagamento sobre valores indevidos, sendo requerido a devolução do importe de R$ 432,60 em agosto de 2018. Sendo NOVAMENTE agendado a retirada do aparelho no dia 13.08.2018, NÃO COMPARECENDO NA DATA AJUSTADA, e qdo vieram não havia ninguem em casa, já que não temos a obrigação de ficar o dia todo esperando alguem vir retirar um aparelho quando acharem que devem! Já que agendamos uma data e ficamos aguardando a empresa retirar o aparelho. Enfim, atualmente, continua sendo DESCONTADO O VALOR DO COMBO , pouco se importando com o meu PEDIDO DE CANCELAMENTO DE INTERNET desde os dia 21.03. Atualmente, a EMPRESA está cobrando INDEVIDAMENTE o importe de R$ 605,34 sobre um serviço que já não me é prestado, visto o meu pedido de cancelamento. Sinceramente, não estamos mais satisfeitos com tais situações, e caso não venham retirar o modem. Não parem de cobrar os valores da internet que já está cancelada desde os dias 21.03. E finalmente, não nos restitua os valores cobrados indevidamente, deveremos ingressar com demanda judicial para fazer prevalecer nossos direitos. Diante do exposto, venho requerer: 1. o reconhecimento do cancelamento da internet desde os dias 21.03; 2. A retirada do modem em data ajustada e que deverá ser cumprido da retirada na data acordada, sob pena de multa de 100% do valor do plano contratado, já que não podemos ficar 24 horas disponiveis esperando vcs virem retirar o produto; 3. Que todos os valores cobrados e pagos indevidamente serem restituidos na sua integridade desde os dias 21.03 até os dias atuais, sob pena de impetração de ação de cobrança indevida, que gera o dano moral a ser indenizado em dobro do que já proferiu o pagamento; 4. que os valores a serem restituidos sejam compensados das contra prestações de tv por assinatura vincendas, ou ainda, em conta bancaria a ser indicada.Caso não seja solucionado esse conflito, será impetrado ação compentente, pois que estamos tentando solucionar amistosamente o conflito há 7 meses. Aguardo breve contato para solucionar o problemas já solucionado.",2018,2018-10-01,2018-10-30,A,Redes,Atendimento Demorado,Web,Negativo,87,193,1185,26003
TWITTER_4_1099164476761427978,E pra completar meu stress essa merda da @TIMBrasil ainda não normalizou o sinal de voz e dados aqui na cidade de Parnaíba/PI. Estou a 3 dias incomunicável,2019,2019-02-01,2019-02-23,A,Produtos e Serviços,Sinal,Twitter,Negativo,94,268,1794,15219
FACEBOOK_14_2886272438081864_2915834921792282,"não tenho o que reclamar da tim pois contrato 150mb recebo 160 
downloads que às vezes chegam a 18mb/s costumo checar a velocidade todos os dias e o modem vem com duas bandas uma de 5g e uma de 2.4g que chega na mesma velocidade via cabo. Não via a hora de sair da Oi VDSL, melhor coisa fiz pagava 160 reais com fixo numa internet de 35 que nunca batia a velocidade e vivia caindo. Agora pago 130 em 150 megas já com fixo",2019,2019-06-01,2019-06-30,A,Produtos e Serviços,Migração,Facebook,Negativo,68,185,1015,24427
WEB_100_sg_675CF6DE29DAF01633E3C6EAE4C7E5E9,"Não sei do que se trata essa tal empresa ""Jamster"", mas na fase de 27 de fevereiro de 2019 recebi uma SMS às 19h38 dessa entidade em meu celular e outra da TIM, mencionando uma ""conclusão de protocolo"", sendo que nem com o celular na mão eu estava à essa hora (estava na cama deitado e lendo). Não realizei procedimento algum. Mesmo assim, a partir daí, descobri que a empresa debitou R$5,19 do meu saldo. Como disse, não contratei serviço algum, nem dei autorização para essas cobranças em meu número.Solicito que a empresa estorne os meus créditos no valor do DOBRO do indébito relativo a esta cobrança indevida, conforme orienta o art. 42 do Código de Defesa do Consumidor. Em caso negativo, enviarei estas mensagens e protocolos ao meu advogado, para que ele proceda com processo por danos morais e materiais no Juizado Especial Cível mais próximo da minha casa. Não contratei esse serviço e não tenho interesse nele.Aguardo retorno o quanto antes.",2019,2019-02-01,2019-02-28,A,Produtos e Serviços,Cobrança,Web,Negativo,63,171,1077,27581
FACEBOOK_14_1741607812526412_1750918231595370,"Nossa! Aconteceu comigo. Solicitei fizeram análise, marcarão a instalação. No dia da instalação o rapaz não poderia estalar porque a caixa para minha casa era mais de 600 metros e não iria funcionar. Como pode  a minha casa é a segunda casa da rua  e as outras casas que estão instalados a Tim e do outro lado é mais distante. Muito decepcionada. Liguei para  10341 reclamando e fui informada que realmente não tem cobertura. Eles pega todos os seus dados para cobrança e tudo e na hora não tem como. 🤔",2018,2018-04-01,2018-04-27,A,Atendimento e Relacionamento,Cobertura,Facebook,Negativo,81,126,1494,19719
TWITTER_4_1100213099167133697,"Eu odeio a @TIMBrasil sinceramente, que operadora bosta. Faz 16 dias que estou sem internet e nd de arrumarem",2019,2019-02-01,2019-02-26,A,Redes,Internet,Twitter,Negativo,93,114,1713,11006
WEB_100_sg_BDDE59341BA160DA782B58FA995E96BE,"Não sei mais o que fazer com a TIM Live uma vez que você entra em contato com a empresa e nunca ninguém consegue resolver o meu problema de fatura duplicada, cheguei ate a pagar a faturada errada para que não ficasse sem o uso da internet, porem não adiantou porque um funcionário falou para que eu fizesse isso e outro disse que eu não deveria ter feito. Não sei se é bom ligar pois eles mesmos não sabem o que fazer para arrumar o que esta errado. O email com a fatura certa não chega ao meu email , já mandei mais 2 emails diferentes e mesmo assim, dizem que chegará mais ate hoje não. Já contratei outra operadora e quero cancelar essa porque já perdi tempo demais horas no telefone para que não fosse resolvido nada, e quero resolver logo antes de sujar o nome do meu tio , que foi quem fez a compra para mim. Aguardo contato definitivo.",2018,2018-08-01,2018-08-28,A,Marca,Atendimento,Web,Negativo,60,262,1439,11758
FACEBOOK_14_2257881554268387_1204579139723524,"TIM BETALAB não tem mais o Deezer Premium disponível? 
O meu aparece que meu plano com a Tim terminou 😥",2019,2019-04-01,2019-04-30,A,Redes,TIM Beta,Facebook,Neutro,97,109,1926,27591
TWITTER_4_1100156453841711104,"Sem wifi agora sem luz é não posso ficar usando o 4G pq tenho pouca internet e meu plano só renova dia 03, passar o carnaval sem não da. Eu não teria esse problema se @TIMBrasil resolvesse meu problema! Mas alta de compromisso com o cliente a gente vê por aqui!",2019,2019-02-01,2019-02-25,A,Produtos e Serviços,Internet,Twitter,Negativo,93,168,1265,13430
TWITTER_7_1165422771406540801,"@ind_vianaa Ai cara, comprei um chip da tim só pra internet pq não estava dandooo",2019,2019-08-01,2019-08-25,A,Produtos e Serviços,Internet,Twitter,Neutro,86,232,1060,16384
WEB_100_sg_5FAC906B07547FFC9B61829E42EAAD41,"Boa tarde!Desde o dia que instalaram a internet LIVE TIM no dia 23/08/2019 no período da tarde estava tudo certo, quando foi a noite não pegava mais, liguei na mesma hora, onde encaminhariam um técnico no sabado dia 24/08/2019, esperei o sabado inteiro e nada.. liguei no mesmo dia e informaram que estava em aberto realmente, e que domingo dia 25/08/2019 o técnico iria sem falta, pois a mesma coisa foi acontecendo até o dia 26/08/2019, perco horas em ligação, atendentes mal EDUCADOS, inclusive um me deu a seguinte resposta ""NÃO POSSO FAZER NADA"" com pouco caso mesmo!Eu gosto da LIVE tim nunca tive dor de cabeça com a internet, sempre indico para todos conhecidos, depois dessa falta de comunicação com assistencia técnica, um absurdo são 5 dias sem internet e ninguém soluciona o problema!Ligo lá tem vezes que até falam que não tem nenhuma visita técnica marcada, ou seja estão fazendo a gente de idiotas!Só quero que vá um técnico resolver o problema, é pedir muito? sem contar que é um serviço pago, não estão fazendo um favor, um descaso falta de respeito e agindo de má fé.",2019,2019-08-01,2019-08-27,A,Produtos e Serviços,TIM Live,Web,Negativo,64,283,1705,28045
FACEBOOK_39_m_GL2V9n0mRiyPpqXb25VzjJkBQ2IJMCke2cOXWJcNjnnFLZhKwKYNK7itobfS6zhs0DJ-63BTK0H5RjJTxNtM-g,"Olá, seja bem vindo ao atendimento Tim Live! Vou te ajudar! 
Podemos falar sobre os assuntos abaixo, é só escolher:

Digite 1 para Vendas
Digite 2 para Área minha TIM Live
Digite 3 para Cadastro
Digite 4 para Instalações e Reparos
Digite 5 para Conta ou Cobrança",2019,2019-06-01,2019-06-29,A,Contas e Tarifas,Atendimento,Facebook,Neutro,94,291,1690,12163
FACEBOOK_14_1628541763902302_1634470219976123,"Me indicaram a Tim mas...
Uso a claro, pago 40 mensal tnho 3gb de internet por semana...

Qual a vantagem de ir pra Tim?",2018,2018-02-01,2018-02-25,A,Produtos e Serviços,2G/3G,Facebook,Positivo,76,245,1236,20188
FACEBOOK_14_2262909903798815_2300241090065696,"Sou PROMOTORA DA TIM 📌📍

Controle ✅

7.5 gigas de internet 
Ligação ilimitada para qualquer operadora e qualquer ddd 
SMS ilimitado pra qualquer operadora 
Apps ilimitado watsap Facebook Twitter Instagram Messenger telegram avontade sem descontar da internet 
Por 49.99

Pôs pago ✅

20GB de internet 
Ligação ilimitada para qualquer operadora e qualquer ddd SMS ilimitado 
Watsap Facebook Twitter Instagram Messenger telegram avontade sem descontar da internet Netflix YouTube gratuito sem descontar da internet por 85.99

📍 Faço portabilidade ou nova linha . Quem tiver interesse ou pra mais informações 31991404263 .  Ou chame no mensseger",2019,2019-06-01,2019-06-28,A,Contas e Tarifas,Consultor,Facebook,Neutro,83,253,1877,17505
WEB_100_sg_AF82E1A9A7B4209CD8B2F592BAE04EE9,"Fiz o pagamento de minha fatura da Live TIM, na quinta feira 23/08/18, no Sabado, liguei para saber porque meu sinal não foi reativado. O atendente me disse que eram 24h para reativar e que o pagamento constou no sistema na sexta feira.No domingo, com o bloqueio ainda ativo liguei e o atendente me disse que eram de 24h-48h.Tentei hoje denovo, e a atendente me disse com a maior Naturalidade do mundo, que eram de 24-72h em dias uteis para o sistena reativar meu serviço.ABSURDO. ENGANADORES.Uso minha internet para trabalho também, e durante TRES DIAS FUI ENGANADO E PREJUDICADO, mesmo com minha conta para no sistema da empresa.Se não houver uma resolução muito satisfatório, irei cancelar o Serviço e procurar meus direitos.Henrique.(Esta no nome de minha esposa, Aline Rocha Garavello CarneiroCPF: 09251249741)Aguardo...",2018,2018-08-01,2018-08-27,A,Marca,Fatura,Web,Positivo,70,274,1372,17471
FACEBOOK_14_2105452959544511_2114173615339112,Mal empresa essa  TIm..   coloquei credito no celular  me sumiram com os  credito.. liguei no  * 144  estou escutando musiquinha    ha exatos   40  minutos...simplemente o  atendende  desapareceu nao resolveu nao verificou nada..   Vou fazer  uma  Reclamaçao Junto  a ANATEL 1331... Quem mora em sao paulo sabe que quando vc liga no atendumento da  TIm quando nao cai... eles demoram mais de   30 minutos pra te atender.. fora isso em São Paulo sinal cai direto... Falta de compromentimento com o cliente a tim  TEM  simples  assim... Vou deixar celular ligado pra ver  qdo tempo vai ficar  tocando a Musiquinhas  esta agora com        45   minuto!! Nem um serviço de  OUVIDORIA esse  empresinha   tem..,2019,2019-02-01,2019-02-26,A,Produtos e Serviços,Atendimento Demorado,Facebook,Negativo,95,229,1557,22290
WEB_100_sg_677D272342FE5C14505086F5C99133FC,"No dia 19/02/2019 Efetivei o pagamento da minha Fatura do dia 25/01/2019.Só que minha linha desde o dia 07/02/2019 está bloqueada, passei sufoco de emergência  sem conseguir ligar para alguém  próximo para me Socorrer, liguei exatamente  3 dias seguidos para tim para resolver meu problema só que nada de Resolver meu problema e eles sempre prometendo  Retornar minha ligação  mas nunca me retornaram.Hoje 23/02/2019 pedir para o cancelamento da minha linha por insatisfação  da operadora e seu Suporte ao cliente só que na ligação  de cancelamento a atendente me ameaçou citando que eu iria pagar esse mês  e o próximo  ainda mesmo efetivando o pagamento dessa fatura que ainda nem Venceu eu iria ter que pagar outra em Março  sendo que nem utilizei esse mês por um erro da própria  empresa e sem contar que iria pagar uma tal de fidelidade que me cobrou um preço  absurdo.Hoje mesmo estarei indo atrás  dos meus direitos pois os conheço  e sei que não  posso Pagar por algo que não  utilizei  ou consumir diante  do CDC e estarei abrindo um processo contra a TIM. NÚMERO  DO PROTOCOLO  DO ATENDIMENTO: 2019208578716E-mail  para contato:Gmmatosofficial@gmail.com",2019,2019-02-01,2019-02-23,A,Marca,Número,Web,Negativo,64,147,1815,28513
WEB_100_sg_8DC7F3D9CD8D8BB33B0437EC935F8F43,A Tim telefonia está bloqueando meu pacote de internet alegando que já utilizei meus dados. Atendimento horrível e despreparado.,2019,2019-02-01,2019-02-25,A,Atendimento e Relacionamento,Internet,Web,Negativo,83,230,1623,27807
FACEBOOK_14_1628532580569887_1636602919762853,"Bom dia ! Faço par A DDD 81 e 87
Faço planos da TIM para você falar ilimitado para qualquer operadora inclusive número fixo do Brasil e gigas de Internet . Isento de roaming nacional 
Me chama no Whatsapp 81. 998952047
Obs: trabalho na Tim
Tenho planos com a assinatura do esporte interativo.
Faço portabilidade também",2018,2018-02-01,2018-02-27,A,Marca,Número,Facebook,Positivo,70,281,1370,18497
WEB_100_sg_52F68C7D420AF1E526ACF87531928BF5,"Recebi um SMS da Tim me avisando que estava utilizando um pacote promocional sendo que nunca solicitei isso. Segue a msg: ""Voce esta utilizando seu pacote PROMO CONTA ONLINE CONTROLE. Valido ate a proxima renovacao ou ate sua total utilizaÇo."" Me cobraram por isso e quero meu dinheiro de volta.",2018,2018-08-01,2018-08-27,A,Atendimento e Relacionamento,Cobrança,Web,Negativo,79,106,1067,19655
FACEBOOK_39_m_FD_NmTQFBVMZswMZIs4QPvfZtTmaBipf5r50OQH7xHACCIEsKaXqP87V4iofCwFc0bl-c3C0f6TJbzwO2H7C6Q,"Beto, boa tarde.
 Baseado na variação acumulada do Índice Geral de Preços – Disponibilidade Interna (IGP-DI), os planos TIM Live passaram por um reajuste em agosto, conforme comunicado que enviamos em abril via SMS. O Reajuste acontece baseado no valor do Plano cheio, independente do desconto, as faturas de setembro já foram encaminhadas com os valores alterados. Para maiores informações entre em contato com a Central de Relacionamento 103 41.",2019,2019-02-01,2019-02-23,A,Produtos e Serviços,Cobertura,Facebook,Positivo,72,220,1959,23981
WEB_100_sg_F7E207B833D249F4CA7B2EA6F1DBC55D,"Acabei de receber uma ligação da Tim me oferecendo um outro tipo de plano (O MEU E TIM CONTROLE) POREM QUANDO DISSE AO operador que não me interessaria o mesmo nem sequer encerrou a ligação com a devida educação, o mínimo que se espera e educação não estão me fazendo favor algum.",2019,2019-04-01,2019-04-24,A,Atendimento e Relacionamento,TLMKT,Web,Negativo,74,185,1234,13077
WEB_100_sg_1F881102BD6AF514EADAF40241A47344,"Por volta das 14h52min do dia de hoje (24/02/2019) recebi um SMS da TIM comunicando a abertura de um protocolo, que eu não havia solicitado. Posteriormente, recebi outro SMS da Jamster informando que uma assinatura tinha sido efetuada, assinatura essa que eu não havia solicitado também. Ao tentar cancelar a assinatura recebo uma mensagem informado que esta ação será cobrada. Gostaria que a empresa TIM solucionasse esta cobrança abusiva da qual não solicitei.  n Protocolo: 2019211807672",2019,2019-02-01,2019-02-24,A,Marca,Cobrança,Web,Negativo,85,259,1598,22300
TWITTER_2_989480599768457217,"Ok, chegou a hora de assinar spotify. Esse tim music tá UM LIXO",2018,2018-04-01,2018-04-26,A,Marca,Aplicativo,Twitter,Negativo,96,264,1612,22014
INSTAGRAM_303_17985189082182950,"sanchez para timbrasil

#Repost sanchez (get_repost)
・・・
Fiz uma música de amor pra cantar pra vocês sobre o #TIMPréTOP, o novo plano da timbrasil! Você ativa a oferta, recarrega seu TIM com R$20 e já pode usar essas redes sociais ilimitadas por 2 semanas! (Facebook, FB Messenger, Twitter e Whatsapp), além de 2GB de internet pra usar como quiser e ligações ilimitadas pra qualquer operadora de qualquer lugar do Brasil! Eta coisa maravilhosa!! #publi",2018,2018-12-01,2018-12-24,A,Produtos e Serviços,Plano,Instagram,Positivo,77,250,1046,13097
FACEBOOK_39_m_R-WlvCfca4K-4P1ZEVMlTcnXiWSSrNl0Jo1fcQOX7Xfhx-bTEvKV0cyk0B-aL7xtC4LjdfLETZKXA5agm1q8yw,"Olá, seja bem vindo ao atendimento Tim Live! Vou te ajudar! 
Podemos falar sobre os assuntos abaixo, é só escolher:

Digite 1 para Vendas
Digite 2 para Área minha TIM Live
Digite 3 para Cadastro
Digite 4 para Instalações e Reparos
Digite 5 para Conta ou Cobrança",2019,2019-06-01,2019-06-26,A,Atendimento e Relacionamento,Atendimento,Facebook,Neutro,96,143,1991,18174
FACEBOOK_38_m_8AEd-ig_q1RrHqNjNOOsJTs61xJlPno3uQIFffTEmkm1ziEYF0KNDzSUo1Nqt9JT4j6u9SkE5XjLCK5dVuLB5A,E eu não tem um funcionário da tim que vá até a empresa arrumar o problema técnico,2018,2018-08-01,2018-08-29,A,Produtos e Serviços,Atendimento,Facebook,Negativo,83,254,1345,14503
INSTAGRAM_37_17852302738548985,"Olá, @mayumi_va2019! Nós ainda não respondemos mensagens privadas no Instagram, beleza? Neste caso estaremos á disposição através da página TIM BRASIL no Facebook ou do perfil @TIM_AJUDA no Twitter. Conta com a gente!",2019,2019-08-01,2019-08-27,A,,,Instagram,Neutro,64,284,1920,11985
